Y	X	lane	road	fence	bus	large.truck	D.Urban	D.agri	D.forest	D.grass	D.wetland	D.bare	D.water	A.Urban	A.agri	A.Grass	A.wetland	A.bare	A.water	adult	sub-adult	juvenile	non-identification	PA
0.190420621	0.341687719	0.309698148	0.687012654	0.570263634	0.589376466	0.453544173	0.6312937	0.450632121	0.374892891	0.349493977	0.577360164	0.633346534	0.508406909	0.204763766	0.458843849	0.636246426	0.245407864	0.198111512	0.150749222	1	0	0	0	1
0.21216573	0.301539279	0.288039023	0.682406338	0.434457669	0.592862494	0.421026198	0.629671918	0.428858672	0.389776806	0.352981461	0.567749045	0.627254627	0.502323464	0.208345599	0.483314823	0.636269209	0.235594082	0.195757117	0.147947766	1.732050808	0	0	1.414213562	2.236067977
0.187482869	0.264803234	0.295237559	0.674648575	0.269516784	0.590212976	0.422049216	0.629925982	0.425137522	0.415082162	0.340373852	0.579557956	0.637048698	0.501813459	0.216170502	0.511254067	0.628360147	0.232455112	0.189034831	0.162018127	1.732050808	0	0	0	1.732050808
0.233541546	0.241325685	0.281099323	0.662034833	0.123141619	0.59136708	0.401236624	0.603337235	0.397654517	0.420323263	0.366087529	0.555592724	0.608613622	0.464505824	0.232491865	0.507083812	0.627287705	0.215504871	0.208798963	0.169983286	3.741657387	1	0	1.732050808	4.242640687
0.205910564	0.188640234	0.246643912	0.637861357	0.044373616	0.565669152	0.337759243	0.61073674	0.389670539	0.425803055	0.336135937	0.546179609	0.624944866	0.467198411	0.237722041	0.556401526	0.60942683	0.238481351	0.194729884	0.191073411	2.828427125	1.732050808	0	1.732050808	3.741657387
0.475793713	0.764197826	0.346985778	0.649752674	0.111692015	0.567535976	0.441118456	0.62964211	0.44195991	0.417177283	0.364300435	0.637822363	0.559045053	0.526352967	0.229283272	0.469608711	0.474189474	0.229778566	0.258453892	0.177996132	1.414213562	0	0	1.414213562	2
0.480241358	0.725611849	0.336668576	0.643884657	0.119181026	0.548317328	0.413534167	0.619568203	0.425570399	0.411025286	0.372214895	0.634279303	0.56040088	0.526951774	0.229585749	0.501840833	0.469305557	0.22451432	0.24519713	0.158617619	1.732050808	1	0	1	2.236067977
0.447134073	0.715138342	0.321903995	0.647370445	0.201852397	0.562687257	0.437542742	0.618131329	0.422272515	0.42205548	0.365280178	0.6160201	0.564381017	0.510595417	0.236617071	0.508727332	0.491749949	0.228432971	0.256053181	0.171831321	1	0	0	0	1
0.44937752	0.660076506	0.29850506	0.645429776	0.152731186	0.545735213	0.40845067	0.612577091	0.390397612	0.42384685	0.365202286	0.581590523	0.563351881	0.50119859	0.238487723	0.564360526	0.485752004	0.232342047	0.265083459	0.145920175	1.414213562	0	0	0	1.414213562
0.408119417	0.640462754	0.299195946	0.650101601	0.21561205	0.545908002	0.414074241	0.616054005	0.400068145	0.425768677	0.36520714	0.561531648	0.563352764	0.476760563	0.235678113	0.524803401	0.492300089	0.23633675	0.268554441	0.161481348	1	1	0	0	1.414213562
0.415974886	0.60130532	0.300706131	0.647475337	0.29334076	0.522128463	0.391433652	0.621848154	0.404237032	0.41910659	0.370943105	0.543278249	0.550045955	0.453956974	0.230813655	0.516760281	0.490731746	0.229190281	0.273364083	0.155156068	2	1	0	2	3
0.368350201	0.577904945	0.311382279	0.658243071	0.49336693	0.548701179	0.427388346	0.61766856	0.425611058	0.406124753	0.371317586	0.551901469	0.565807214	0.468192179	0.231643392	0.486807699	0.51981432	0.223850544	0.260364613	0.170383652	0	0	0	0	0
0.372281396	0.53341342	0.324878223	0.66530563	0.68341926	0.554839096	0.439740009	0.620165954	0.44064613	0.386551087	0.361494856	0.561432275	0.567042665	0.475850294	0.228720958	0.483057004	0.540053375	0.218188538	0.267649759	0.159411627	1	0	0	0	1
0.306074457	0.475767062	0.332796652	0.675428237	0.773892498	0.571028928	0.453330302	0.621758634	0.452446804	0.376820039	0.36098277	0.566840213	0.593256206	0.488016637	0.226959421	0.459106372	0.575399964	0.218722208	0.243932995	0.155750435	1.290994449	0.707106781	0	1	1.779513042
0.321820343	0.412526476	0.33677099	0.686427485	0.812178612	0.575758106	0.446810193	0.631209645	0.456366304	0.372269143	0.36115931	0.586091832	0.598012985	0.497780821	0.224137647	0.456439796	0.608733849	0.21835679	0.244058621	0.153674304	1.414213562	0	0	1.414213562	2
0.257268588	0.347554756	0.31259419	0.686816785	0.658127995	0.585807027	0.445336088	0.631735679	0.444732465	0.376807077	0.357244454	0.580014296	0.617374541	0.501517322	0.214802746	0.457443261	0.635550049	0.22794858	0.211615149	0.150414164	1	0	0	1	1.414213562
0.280312854	0.295308364	0.303408657	0.679201749	0.585740663	0.596583037	0.440173986	0.629462086	0.431704454	0.385767876	0.360430019	0.57589351	0.621663128	0.504546417	0.218313199	0.476531479	0.628975238	0.220326298	0.204907536	0.155257649	0	1	0	0	1
0.237936177	0.255129792	0.286243086	0.674234537	0.369234882	0.598486821	0.423206044	0.6171446	0.425029436	0.405376421	0.352235624	0.55581734	0.628950234	0.494230625	0.22106194	0.512133691	0.623455486	0.222977687	0.203759315	0.158604533	2.645751311	0	0	2	3.31662479
0.27150446	0.233669436	0.287613086	0.665425515	0.276270279	0.591951605	0.416183056	0.60653057	0.410067879	0.414741374	0.363139298	0.549315679	0.612097129	0.48330276	0.241416755	0.527020024	0.619381428	0.222613411	0.206713609	0.174591407	1	0	0	0	1
0.250794383	0.207918157	0.282475511	0.649391234	0.099392718	0.590596689	0.397626409	0.593689308	0.392856346	0.434041433	0.370725548	0.536912201	0.585698678	0.467050011	0.25329424	0.564346083	0.613155931	0.219803017	0.216304629	0.184528631	2.645751311	1.414213562	0	2	3.605551275
0.505449609	0.733910131	0.346763702	0.65290369	0.068527648	0.552643238	0.400226767	0.626643106	0.42400048	0.405303335	0.35787978	0.636989446	0.564766633	0.551097711	0.222540694	0.496515637	0.455466853	0.228169389	0.244328639	0.155128307	2.645751311	0	0	1.414213562	3
0.517551667	0.708049255	0.332214012	0.646242054	0.087961487	0.545557688	0.38666116	0.631657188	0.416794721	0.393281073	0.361781389	0.633497832	0.57364382	0.554651846	0.226983472	0.54595301	0.466780659	0.213520425	0.247887246	0.134474033	1.732050808	0	0	0	1.732050808
0.489069656	0.684361567	0.309037645	0.638727063	0.123296629	0.542119236	0.392686779	0.621096618	0.398386757	0.40751108	0.368951793	0.609144541	0.569297695	0.530097581	0.231093239	0.566748467	0.473938738	0.222990188	0.250373105	0.139041058	1.683250823	0.577350269	0	0.816496581	1.957890021
0.495408557	0.651222796	0.282683248	0.621194782	0.1277247	0.533067679	0.365662892	0.623544597	0.371815712	0.406457219	0.374357436	0.579083622	0.568504711	0.526221959	0.229951508	0.617201491	0.470375975	0.222261795	0.247474578	0.124347367	2.449489743	0	0	1.732050808	3
0.453449094	0.622206666	0.283168806	0.627725305	0.17229712	0.529876808	0.379397377	0.622205075	0.377428058	0.420962984	0.359243582	0.561098085	0.555072334	0.483040682	0.231646256	0.582672392	0.481826288	0.232849516	0.291588093	0.137888242	2.236067977	1.414213562	0	1.414213562	3
0.464421042	0.605192011	0.322222661	0.649404825	0.324603317	0.534760319	0.42447722	0.628570278	0.410163548	0.408037924	0.359153758	0.560903527	0.567368368	0.478498746	0.231616481	0.56468706	0.485347281	0.218360795	0.262288197	0.131273934	2	0	0	1	2.236067977
0.425875999	0.579822437	0.323438344	0.658724849	0.518527345	0.540124567	0.432573376	0.625919006	0.423670826	0.405174417	0.3591996	0.556653794	0.558713683	0.471184312	0.229130171	0.521403525	0.513680421	0.220961358	0.270151474	0.159925612	1	0	0	0	1
0.434836335	0.544617015	0.344647342	0.674461337	0.748177253	0.55642784	0.461039535	0.626403189	0.441518708	0.384231239	0.351985777	0.579426839	0.554964791	0.48733031	0.232552609	0.518663537	0.531558834	0.218271956	0.289944991	0.151547093	1.341640786	0.774596669	0	0.632455532	1.673320053
0.384249782	0.487496781	0.341012259	0.681979729	0.83568221	0.557467448	0.444996406	0.616929271	0.460511188	0.374417165	0.360528456	0.575800557	0.565084136	0.485830141	0.227869579	0.475940836	0.558651542	0.214881457	0.282404953	0.153408869	0	1.414213562	0	0	1.414213562
0.402927669	0.427715291	0.354555683	0.696869146	0.87667518	0.58311863	0.475062105	0.643102506	0.465113133	0.372918751	0.350407861	0.600102536	0.584863652	0.508192912	0.230865246	0.468997586	0.603056557	0.212127092	0.270929672	0.15193834	1.414213562	0	0	1	1.732050808
0.334859063	0.351286761	0.33898036	0.695159844	0.802248232	0.591698588	0.474688523	0.637753363	0.449150892	0.380151188	0.351771399	0.598196932	0.608182215	0.504882943	0.230029967	0.465090992	0.626854592	0.216097046	0.231532681	0.157351434	1.732050808	0	0	0	1.732050808
0.360790494	0.290070467	0.343306187	0.69201539	0.769388202	0.611469604	0.483457073	0.629590602	0.447606063	0.393303836	0.346566972	0.587449965	0.614258067	0.508347369	0.236102799	0.488552119	0.619805403	0.218092875	0.21921971	0.165993802	0	1	0	1	1.414213562
0.307872248	0.248200137	0.313889166	0.677594307	0.555288846	0.604181112	0.448752357	0.620339997	0.433308072	0.402849511	0.355314641	0.566968244	0.619284007	0.497496635	0.235181799	0.513098523	0.619779211	0.219169292	0.20404599	0.169291527	0	0	0	0	0
0.35015381	0.222468945	0.317247043	0.660220184	0.495802491	0.596646375	0.446492985	0.610506395	0.432104106	0.416721486	0.352652601	0.55463073	0.627852819	0.502099137	0.256522405	0.540974741	0.610836164	0.22373632	0.207176919	0.180764046	1.095445115	0.632455532	0	0.632455532	1.414213562
0.30351835	0.218180495	0.295961166	0.652798947	0.263318409	0.583406009	0.417887065	0.60549272	0.413493716	0.423080604	0.358663765	0.546708618	0.617592897	0.494566602	0.258724802	0.548352969	0.611597309	0.224148326	0.206786407	0.181339759	1	0	0	1	1.414213562
0.540627118	0.72825415	0.345432856	0.654493356	0.063163475	0.561439307	0.37853593	0.646250471	0.433137446	0.38143444	0.348058225	0.647163847	0.578886007	0.578162792	0.225989018	0.516575042	0.457811455	0.198105261	0.255410405	0.130305053	1.414213562	1	0	0	1.732050808
0.548852663	0.710217458	0.34093988	0.653196538	0.101874114	0.554715807	0.398350876	0.648901763	0.435442015	0.368653668	0.356694974	0.639072918	0.58565165	0.587909862	0.221216734	0.54793482	0.458540468	0.194414049	0.248929479	0.115008057	1	0	0	2	2.236067977
0.524649852	0.681214944	0.320430998	0.641898558	0.126465345	0.545479667	0.390542034	0.637344834	0.398589235	0.387781557	0.358948514	0.612762642	0.591320693	0.561430004	0.224510966	0.593516395	0.465659466	0.211314134	0.241540667	0.117870259	3	0	0	1	3.16227766
0.529019244	0.661279185	0.321256772	0.637451749	0.193160402	0.541749398	0.406370144	0.634886161	0.395056295	0.373070425	0.360229996	0.612492666	0.589693606	0.561218997	0.22007872	0.614723674	0.469740301	0.20168731	0.223088191	0.106953915	2.236067977	1	0	0	2.449489743
0.500086329	0.635031817	0.315484681	0.635853638	0.252446725	0.536460251	0.410818318	0.637330176	0.391945898	0.404718427	0.35454579	0.580744469	0.577097988	0.514968426	0.224830096	0.616377662	0.468008816	0.218744176	0.246313212	0.121275306	1.414213562	0	0	1.414213562	2
0.511524611	0.631639377	0.34115737	0.651214095	0.52541333	0.546473698	0.454821229	0.638355465	0.417357176	0.3848343	0.341346919	0.598701467	0.581237401	0.520405489	0.22394867	0.590362961	0.472719901	0.205083401	0.249090646	0.119081731	1.732050808	0	0	0	1.732050808
0.477947451	0.592981654	0.342530888	0.662700649	0.605766111	0.549182153	0.461821566	0.630577549	0.426134501	0.389033121	0.345197989	0.582233311	0.56677519	0.495478855	0.228873059	0.556759323	0.499896564	0.214499779	0.267862261	0.137503045	1.658312395	0	0	0.707106781	1.802775638
0.489179546	0.560784215	0.359693117	0.678111274	0.799015495	0.571819604	0.500587336	0.621924706	0.437828663	0.372606287	0.337995403	0.595556898	0.561903733	0.502626367	0.237372821	0.554470872	0.524483001	0.221356045	0.279239153	0.141338639	1.732050808	0	0	1	2
0.443696404	0.507671645	0.362590236	0.690527381	0.872207092	0.574177185	0.488068525	0.63971946	0.461296881	0.375392366	0.35344438	0.599403448	0.548504825	0.502215082	0.237495346	0.509758019	0.556431182	0.216980091	0.316652047	0.149590055	2	1	0	1	2.449489743
0.464756369	0.433989461	0.368482266	0.704509709	0.864456244	0.620180145	0.536183855	0.642770078	0.458885397	0.371967201	0.339678248	0.601272597	0.58501286	0.515610825	0.243453379	0.487887092	0.603030425	0.212096178	0.280000282	0.148459625	1	0	1	1	1.732050808
0.418801043	0.357007505	0.358957172	0.7083798	0.86542037	0.618822602	0.524909961	0.645550475	0.45834199	0.376717537	0.339190085	0.602351218	0.609077053	0.520197798	0.245325682	0.479294331	0.62170419	0.216272726	0.250716508	0.158987709	1	0	0	1	1.414213562
0.449341332	0.288964343	0.371339439	0.692364757	0.812612862	0.64066931	0.53071372	0.620296472	0.460439659	0.396715363	0.338977175	0.580650628	0.618982776	0.521058585	0.256520035	0.504481393	0.619880617	0.219721643	0.240670357	0.167734124	1	0	0	0	1
0.399107782	0.232179113	0.352217138	0.675168416	0.729609907	0.618480312	0.477481461	0.614209949	0.452126976	0.408781319	0.347793583	0.56799362	0.629917211	0.504702729	0.252135551	0.535166829	0.611211803	0.219262678	0.21196823	0.180651377	2	1.414213562	0	0	2.449489743
0.449520847	0.21367772	0.348527233	0.643084648	0.610788758	0.615039122	0.491555095	0.599940179	0.444552964	0.437102167	0.346036187	0.552200761	0.63832166	0.519547092	0.278134184	0.574112135	0.597327608	0.230735538	0.221217969	0.180533218	1.549193338	0.632455532	0	0.632455532	1.788854382
0.399678016	0.210232779	0.313328596	0.630180335	0.416221302	0.58296415	0.450453067	0.603533307	0.428014786	0.43637147	0.34621836	0.540805832	0.640899484	0.515111064	0.280622855	0.567747595	0.600682809	0.232175377	0.212844981	0.186950433	0	0	0	1	1
0.56860747	0.740898302	0.34941856	0.658403272	0.057995836	0.57607407	0.391134728	0.661317616	0.449566662	0.359343357	0.34392831	0.66541858	0.600822332	0.60210285	0.2242791	0.490318393	0.443663963	0.169962004	0.259885738	0.114189052	3	0	1	1.414213562	3.464101615
0.575272554	0.729643737	0.344100624	0.660003413	0.107964455	0.566089316	0.418966698	0.65391335	0.453889793	0.357820423	0.33935724	0.638202924	0.615789563	0.603501518	0.211439325	0.514614188	0.443558279	0.175807367	0.243944142	0.107366506	2.645751311	1	1	1	3.16227766
0.549411684	0.697502728	0.336510181	0.650421794	0.233307325	0.562354094	0.396047791	0.633523355	0.428890475	0.367686809	0.360460452	0.636801491	0.585224632	0.585347618	0.218062911	0.571022656	0.460533409	0.194334331	0.24901298	0.108020052	1.414213562	0	0	1.414213562	2
0.550877849	0.6823242	0.336758149	0.649119389	0.346629716	0.559033112	0.421969073	0.638194606	0.422810402	0.364902084	0.351533896	0.631644634	0.594701808	0.570670204	0.220667204	0.579037306	0.460999422	0.192454652	0.239316569	0.10760268	1	0	0	0	1
0.534017144	0.656283174	0.337700927	0.644971718	0.438880523	0.551079841	0.441979625	0.6386636	0.413468296	0.372648841	0.348045635	0.619905981	0.591217011	0.547167965	0.221733014	0.600122958	0.463797272	0.197047763	0.239154252	0.110258286	1	0	0	0	1
0.548105072	0.658191639	0.355282655	0.655528339	0.738695685	0.555827311	0.492229488	0.640436344	0.437696929	0.354322912	0.337503909	0.626116955	0.591785704	0.547346994	0.214078474	0.578061126	0.460774165	0.186153362	0.24112605	0.108589289	4.123105626	0	0	2	4.582575695
0.521287752	0.611960212	0.354523266	0.663915217	0.705288733	0.558936667	0.490332168	0.632756334	0.429803704	0.374419163	0.332305516	0.607407141	0.580923381	0.521238938	0.222809424	0.566879549	0.490835914	0.204708637	0.255304948	0.124416809	2.397915762	0	0	1.224744871	2.692582404
0.524713369	0.557612049	0.362663606	0.680394359	0.718401438	0.582519418	0.528139575	0.632682736	0.446962783	0.381106275	0.327392387	0.604897167	0.582117415	0.517684057	0.224056659	0.527118255	0.53617869	0.207532374	0.26079177	0.133585713	0	0	0	1	1
0.493687631	0.499988408	0.368314845	0.693074879	0.797854459	0.598445618	0.532195915	0.638380912	0.459551143	0.377536014	0.335099321	0.601222449	0.573549735	0.513677082	0.233850815	0.506766394	0.568309929	0.213367418	0.281173453	0.14392722	0	0	0	0	0
0.514230185	0.42716767	0.377331066	0.693928643	0.716979992	0.630570908	0.556632061	0.634801643	0.465024763	0.388637761	0.331985314	0.589931076	0.58524611	0.522322413	0.244868363	0.484754878	0.611409469	0.214369682	0.275065966	0.153216443	1	0	0	0	1
